movie_title,title_year
1776 ,1972
Inescapable ,2012
Hell's Angels ,1930
Purple Violets ,2007
The Secret ,0
The Veil ,2016
The Loved Ones ,2009
No Vacancy ,2012
How to Fall in Love ,2012
The Perfect Wave ,2014
A Man for All Seasons ,1966
Network ,1976
Gone with the Wind ,1939
Desert Dancer ,2014
Major Dundee ,1965
Down for Life ,2009
Annie Get Your Gun ,1950
Four Lions ,2010
House of Sand ,2005
Defendor ,2009
The Pirate ,1948
The Good Heart ,2009
The History Boys ,2006
Midnight Cowboy ,1969
Airplane! ,1980
Chain of Command ,2015
Friday ,1995
Menace II Society ,1993
Creepshow 2 ,1987
The Ballad of Cable Hogue ,1970
In Cold Blood ,1967
The Nun's Story ,1959
Harper ,1966
Frenzy ,1972
The Witch ,2015
I Got the Hook Up ,1998
She's the One ,1996
Gods and Monsters ,1998
The Secret in Their Eyes ,2009
Train ,2008
Evil Dead II ,1987
Pootie Tang ,2001
Sharknado ,2013
La otra conquista ,1998
Trollhunter ,2010
Ira & Abby ,2006
Winter Passing ,2005
D.E.B.S. ,2004
The Masked Saint ,2016
The Betrayed ,2008
Taxman ,1998
2:13 ,2009
"Batman: The Dark Knight Returns, Part 2 ",2013
Time to Choose ,2015
In the Name of the King: The Last Job ,2014
Wicked Blood ,2014
Dawn Patrol ,2014
Lords of London ,2014
High Anxiety ,1977
March of the Penguins ,2005
Margin Call ,2011
August ,2011
Choke ,2008
Whiplash ,2014
City of God ,2002
Human Traffic ,1999
Day One ,2012
The Dead Girl ,2006
Robot Chicken ,0
The Hunt ,2012
A Christmas Story ,1983
Bella ,2006
Class of 1984 ,1982
The Opposite Sex ,2014
Dreaming of Joseph Lees ,1999
The Class ,2008
Deadline Gallipoli ,0
Rosemary's Baby ,1968
The Man Who Shot Liberty Valance ,1962
Adam ,2009
Maria Full of Grace ,2004
Beginners ,2010
Feast ,2005
Animal House ,1978
Goldfinger ,1964
Antiviral ,2012
It's a Wonderful Life ,1946
Trainspotting ,1996
The Original Kings of Comedy ,2000
Paranormal Activity 2 ,2010
Waking Ned Devine ,1998
Bowling for Columbine ,2002
Coming Home ,2014
A Nightmare on Elm Street 2: Freddy's Revenge ,1985
A Room with a View ,1985
The Purge ,2013
Sinister ,2012
Martin Lawrence Live: Runteldat ,2002
Cat on a Hot Tin Roof ,1958
Beneath the Planet of the Apes ,1970
Air Bud ,1997
Pokémon 3: The Movie ,2000
Creature ,0
Jason Lives: Friday the 13th Part VI ,1986
BrainDead ,0
The Bridge on the River Kwai ,1957
Spaced Invaders ,1990
Family Plot ,1976
The Grand ,0
The Apartment ,1960
Jason Goes to Hell: The Final Friday ,1993
Torn Curtain ,1966
Dave Chappelle's Block Party ,2005
Slow West ,2015
Krush Groove ,1985
Next Day Air ,2009
Elmer Gantry ,1960
Judgment at Nuremberg ,1961
The Deported ,2009
Trippin' ,1999
Red River ,1948
Phat Girlz ,2006
Before Midnight ,2013
Teen Wolf Too ,1987
Phantasm II ,1988
Woman Thou Art Loosed ,2004
Real Women Have Curves ,2002
Water ,2005
East Is East ,1999
Whipped ,2000
Kama Sutra: A Tale of Love ,1996
Please Give ,2010
Willy Wonka & the Chocolate Factory ,1971
Warlock: The Armageddon ,1993
8 Heads in a Duffel Bag ,1997
Days of Heaven ,1978
Thirteen Conversations About One Thing ,2001
Jawbreaker ,1999
Basquiat ,1996
Frances Ha ,2012
Tsotsi ,2005
Happiness ,1998
DysFunktional Family ,2003
Tusk ,2014
Oldboy ,2003
Letters to God ,2010
Hobo with a Shotgun ,2011
Compadres ,2016
Freeway ,1996
Love's Abiding Joy ,2006
Fish Tank ,2009
Damsels in Distress ,2011
Bachelorette ,2012
Brave New Girl ,2004
Tim and Eric's Billion Dollar Movie ,2012
Summer Storm ,2004
Fort McCoy ,2011
Chain Letter ,2009
Just Looking ,1999
The Divide ,2011
The Eclipse ,2009
Demonic ,2015
My Big Fat Independent Movie ,2005
Tanner Hall ,2009
Open Road ,2013
They Came Together ,2014
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo ,2013
Never Back Down 2: The Beatdown ,2011
Point Blank ,1967
Four Single Fathers ,2009
Enter the Dangerous Mind ,2013
Something Wicked ,2014
AWOL-72 ,2015
Iguana ,1988
Chicago Overcoat ,2009
Barry Munday ,2010
Central Station ,1998
Pocketful of Miracles ,1961
Close Range ,2015
Boynton Beach Club ,2005
Amnesiac ,2014
Freakonomics ,2010
High Tension ,2003
Griff the Invisible ,2010
Unnatural ,2015
Hustle & Flow ,2005
Some Like It Hot ,1959
Friday the 13th Part VII: The New Blood ,1988
The Wizard of Oz ,1939
Young Frankenstein ,1974
Diary of the Dead ,2007
Lage Raho Munna Bhai ,2006
Ulee's Gold ,1997
The Black Stallion ,1979
Sardaar Ji ,2015
Journey to Saturn ,2008
Donovan's Reef ,1963
The Dress ,1996
A Guy Named Joe ,1943
Blazing Saddles ,1974
Friday the 13th: The Final Chapter ,1984
Ida ,2013
Maurice ,1987
Beer League ,2006
Riding Giants ,2004
Timecrimes ,2007
Silver Medallist ,2009
Timber Falls ,2007
Singin' in the Rain ,1952
"Fat, Sick & Nearly Dead ",2010
A Haunted House ,2013
2016: Obama's America ,2012
That Thing You Do! ,1996
Halloween III: Season of the Witch ,1982
Fantasia ,1940
Escape from the Planet of the Apes ,1971
8 Days ,2014
Hud ,1963
Kevin Hart: Let Me Explain ,2013
My Own Private Idaho ,1991
Garden State ,2004
Before Sunrise ,1995
Sur le seuil ,2003
Jesus' Son ,1999
Saving Face ,2004
Brick Lane ,2007
Robot & Frank ,2012
My Life Without Me ,2003
The Spectacular Now ,2013
Marilyn Hotchkiss' Ballroom Dancing and Charm School ,1990
Religulous ,2008
Fuel ,2008
Lies in Plain Sight ,2010
Valley of the Heart's Delight ,2006
Eye of the Dolphin ,2006
8: The Mormon Proposition ,2010
The Other End of the Line ,2008
Anatomy ,2000
In the Heat of the Night ,0
Sleep Dealer ,2008
Super ,2010
Christmas Mail ,2010
Stung ,2015
Antibirth ,2016
Get on the Bus ,1996
Thr3e ,2006
Idiocracy ,2006
The Rise of the Krays ,2015
This Is England ,2006
Alien Uprising ,2012
Bathing Beauty ,1944
Go for It! ,2011
"Dancer, Texas Pop. 81 ",1998
Show Boat ,1951
Redemption Road ,2010
The Brave Little Toaster ,1987
Friday the 13th Part III ,1982
Friday the 13th: A New Beginning ,1985
The Last Sin Eater ,2007
Do You Believe? ,2015
Impact Point ,2008
The Valley of Decision ,1945
Eden ,2015
Chicken Tikka Masala ,2005
Always Woodstock ,2014
Jack Brooks: Monster Slayer ,2007
The Best Years of Our Lives ,1946
Bully ,2001
Elling ,2001
Mi America ,2015
Strangers with Candy ,0
[Rec] ,2007
Sharkskin ,2015
Containment ,2015
The Timber ,2015
From Russia with Love ,1963
The Toxic Avenger Part II ,1989
Get Real ,0
Sleeper ,1973
It Follows ,2014
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,1972
To Kill a Mockingbird ,1962
Mad Max 2: The Road Warrior ,1981
The Legend of Drunken Master ,1994
Boys Don't Cry ,1999
Silent House ,2011
The Lives of Others ,2006
Courageous ,2011
Hum To Mohabbat Karega ,2000
The Hustler ,1961
Boom Town ,1940
The Triplets of Belleville ,2003
Smoke Signals ,1998
Eureka ,0
American Splendor ,2003
Before Sunset ,2004
Amores Perros ,2000
Thirteen ,2003
Gentleman's Agreement ,1947
Winter's Bone ,2010
Touching the Void ,2003
Alexander's Ragtime Band ,1938
Me and You and Everyone We Know ,2005
Inside Job ,2010
We Are Your Friends ,2015
Ghost Dog: The Way of the Samurai ,1999
Harsh Times ,2005
Captive ,2015
Full Frontal ,2002
Witchboard ,1986
Shortbus ,2006
Waltz with Bashir ,2008
"To Be Frank, Sinatra at 100 ",2015
"The Book of Mormon Movie, Volume 1: The Journey ",2003
No End in Sight ,2007
The Diary of a Teenage Girl ,2015
Wings ,0
In the Shadow of the Moon ,2007
Meek's Cutoff ,2010
Inside Deep Throat ,2005
Dinner Rush ,2000
Clockwatchers ,1997
The Virginity Hit ,2010
Subway ,1985
House of D ,2004
Teeth ,2007
Six-String Samurai ,1998
It's All Gone Pete Tong ,2004
Saint John of Las Vegas ,2009
24 7: Twenty Four Seven ,1997
Stonewall ,2015
Roadside Romeo ,2008
This Thing of Ours ,2003
The Lost Medallion: The Adventures of Billy Stone ,2013
The Last Five Years ,2014
The Missing Person ,2009
Return of the Living Dead III ,1993
London ,2005
Sherrybaby ,2006
Circle ,2015
Eden Lake ,2008
Plush ,2013
Vampire Killers ,2009
Abandoned ,2015
Gangster's Paradise: Jerusalema ,2008
Freeze Frame ,2004
Grave Encounters ,2011
Stitches ,2012
Nine Dead ,2010
Bananas ,1971
Supercapitalist ,2012
Rockaway ,2007
The Lady from Shanghai ,1947
No Man's Land: The Rise of Reeker ,2008
Highway ,2002
Small Apartments ,2012
Coffee Town ,2013
The Ghastly Love of Johnny X ,2012
All Is Bright ,2013
The Torture Chamber of Dr. Sadism ,1967
Straight A's ,2013
A Beginner's Guide to Snuff ,2016
A Funny Thing Happened on the Way to the Forum ,1966
Slacker Uprising ,2007
The Legend of Hell's Gate: An American Conspiracy ,2011
The Walking Deceased ,2015
The Curse of Downers Grove ,2015
Shark Lake ,2015
River's Edge ,1986
Northfork ,2003
The Marine 4: Moving Target ,2015
Buried ,2010
Submarine ,2010
The Square ,2013
One to Another ,2006
ABCD (Any Body Can Dance) ,2013
Man on Wire ,2008
Brotherly Love ,2015
The Last Exorcism ,2010
Nowhere Boy ,2009
A Streetcar Named Desire ,1951
N-Secure ,2010
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,1964
El crimen del padre Amaro ,2002
Beasts of the Southern Wild ,2012
Battle for the Planet of the Apes ,1973
Dil Jo Bhi Kahey... ,2005
Songcatcher ,2000
Higher Ground ,2011
Vaalu ,2015
The Greatest Movie Ever Sold ,2011
Ed and His Dead Mother ,1993
Travelers and Magicians ,2003
Hang 'Em High ,1968
Deadline - U.S.A. ,1952
Sublime ,2007
Independence Daysaster ,2013
Dysfunctional Friends ,2012
Run Lola Run ,1998
May ,2002
Against the Wild ,2013
Living Dark: The Story of Ted the Caver ,2013
Under the Same Moon ,2007
Conquest of the Planet of the Apes ,1972
In the Bedroom ,2001
I Spit on Your Grave ,2010
"Happy, Texas ",1999
My Summer of Love ,2004
The Lunchbox ,2013
Yes ,2004
You Can't Take It with You ,1938
From Here to Eternity ,1953
She Wore a Yellow Ribbon ,1949
Grace Unplugged ,2013
Foolish ,1999
Caramel ,2007
Out of the Dark ,2014
The Bubble ,2006
The Conversation ,1974
Mississippi Mermaid ,1969
I Love Your Work ,2003
Cabin Fever ,2016
Waitress ,2007
Bloodsport ,1988
Mr. Smith Goes to Washington ,1939
Me You and Five Bucks ,2015
Kids ,1995
The Squid and the Whale ,2005
Kissing Jessica Stein ,2001
Kickboxer: Vengeance ,2016
Spellbound ,1945
Exotica ,1994
Buffalo '66 ,1998
Growing Up Smith ,2015
Insidious ,2010
Repo Man ,1984
Nine Queens ,2000
The Gatekeepers ,2012
The Ballad of Jack and Rose ,2005
The To Do List ,2013
Killing Zoe ,1993
The Believer ,2001
Snow Angels ,2007
Unsullied ,2014
Session 9 ,2001
I Want Someone to Eat Cheese With ,2006
Mooz-Lum ,2010
Hatchet ,2006
The Ballad of Gregorio Cortez ,1982
The Streets of San Francisco ,0
Modern Times ,1936
Stolen Summer ,2002
My Name Is Bruce ,2007
The Salon ,2005
Road Hard ,2015
Forty Shades of Blue ,2005
Space: Above and Beyond ,0
Amigo ,2010
Pontypool ,2008
Trucker ,2008
The Lords of Salem ,2012
Housebound ,2014
Wal-Mart: The High Cost of Low Price ,2005
Fetching Cody ,2005
Once Upon a Time in Queens ,2013
Closer to the Moon ,2014
Mutant World ,2014
Checkmate ,2015
#Horror ,2015
Wind Walkers ,2015
Snow White and the Seven Dwarfs ,1937
The Girlfriend Experience ,0
The Holy Girl ,2004
Shalako ,1968
Incident at Loch Ness ,2004
The Dog Lover ,2016
Girl House ,2014
The Blue Room ,2014
House at the End of the Drive ,2014
Batman: The Movie ,1966
"Lock, Stock and Two Smoking Barrels ",1998
The Celebration ,1998
Trees Lounge ,1996
Journey from the Fall ,2006
The Basket ,1999
Eddie: The Sleepwalking Cannibal ,2012
Queen of the Mountains ,2014
Def-Con 4 ,1985
The Hebrew Hammer ,2003
Neal 'N' Nikki ,2005
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ,2010
"Pink Ribbons, Inc. ",2011
Forget Me Not ,2009
Rebecca ,1940
Friday the 13th Part 2 ,1981
The Lost Weekend ,1945
C.H.U.D. ,1984
Filly Brown ,2012
The Lion of Judah ,2011
Niagara ,1953
How Green Was My Valley ,1941
Da Sweet Blood of Jesus ,2014
"Sex, Lies, and Videotape ",1989
Saw ,2004
Super Troopers ,2001
The Algerian ,2014
Wolf Creek ,0
The Amazing Catfish ,2013
Sex with Strangers ,2002
Monsoon Wedding ,2001
You Can Count on Me ,2000
The Trouble with Harry ,1955
But I'm a Cheerleader ,1999
Home Run ,2013
Reservoir Dogs ,1992
The Blue Bird ,1940
"The Good, the Bad and the Ugly ",1966
The Second Mother ,2015
Blue Like Jazz ,2012
Down and Out with the Dolls ,2001
Certifiably Jonathan ,2007
Q ,2011
The Knife of Don Juan ,2013
Grand Theft Parsons ,2003
Extreme Movie ,2008
The Charge of the Light Brigade ,1936
Below Zero ,2011
Crowsnest ,2012
Airborne ,1993
Cotton Comes to Harlem ,1970
The Wicked Within ,2015
Bleeding Hearts ,2015
Waiting... ,2005
Dead Man's Shoes ,2004
From a Whisper to a Scream ,1987
Dracula: Pages from a Virgin's Diary ,2002
Faith Like Potatoes ,2006
An Inconvenient Truth ,2006
Beyond the Black Rainbow ,2010
The Raid: Redemption ,2011
The Dead Undead ,2010
The Vatican Exorcisms ,2013
Casablanca ,1942
Lake Mungo ,2008
Rocket Singh: Salesman of the Year ,2009
Silent Running ,1972
Rocky ,1976
The Sleepwalker ,2014
Tom Jones ,1963
Unfriended ,2014
Taxi Driver ,1976
The Howling ,1981
Dr. No ,1962
Chernobyl Diaries ,2012
Hellraiser ,1987
God's Not Dead 2 ,2016
Cry_Wolf ,2005
Godzilla 2000 ,1999
Blue Valentine ,2010
Transamerica ,2005
The Devil Inside ,2012
Beyond the Valley of the Dolls ,1970
Love Me Tender ,1956
Sands of Iwo Jima ,1949
Shine a Light ,2008
The Green Inferno ,2013
Departure ,2015
The Sessions ,2012
"Food, Inc. ",2008
October Baby ,2011
Next Stop Wonderland ,1998
The Skeleton Twins ,2014
Martha Marcy May Marlene ,2011
Obvious Child ,2014
Frozen River ,2008
20 Feet from Stardom ,2013
Two Girls and a Guy ,1997
Guiana 1838 ,2004
Walking and Talking ,1996
Who Killed the Electric Car? ,2006
The Broken Hearts Club: A Romantic Comedy ,2000
Bubba Ho-Tep ,2002
Slam ,1998
Brigham City ,2001
Fiza ,2000
Orgazmo ,1997
All the Real Girls ,2003
Dream with the Fishes ,1997
Blue Car ,2002
Luminarias ,2000
Palo Alto ,2013
Ajami ,2009
Wristcutters: A Love Story ,2006
I Origins ,2014
The Battle of Shaker Heights ,2003
The Act of Killing ,2012
Taxi to the Dark Side ,2007
Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,2006
Karachi se Lahore ,2015
Lisa Picard Is Famous ,2000
Antarctica: A Year on Ice ,2013
A Lego Brickumentary ,2014
Hardflip ,2012
Chocolate: Deep Dark Secrets ,2005
The House of the Devil ,2009
The Perfect Host ,2010
Childless ,2008
Safe Men ,1998
Speedway Junky ,1999
The Last Big Thing ,1996
The Specials ,2000
Steppin: The Movie ,2009
16 to Life ,2009
Alone with Her ,2006
Creative Control ,2015
Special ,2006
Sparkler ,1997
The Helix... Loaded ,2005
In Her Line of Fire ,2006
The Jimmy Show ,2001
Heli ,2013
Loving Annabelle ,2006
Hits ,2014
Jesse ,0
Jimmy and Judy ,2006
Frat Party ,2009
The Party's Over ,1965
Proud ,2004
The Poker House ,2008
ZMD: Zombies of Mass Destruction ,2009
Snow White: A Deadly Summer ,2012
Hidden Away ,2014
My Last Day Without You ,2011
Doc Holliday's Revenge ,2014
Black Rock ,2012
Truth or Die ,2012
The Pet ,2006
Bang Bang Baby ,2014
Fear Clinic ,2015
Zombie Hunter ,2013
A Fine Step ,2014
Charly ,1968
Banshee Chapter ,2013
Ask Me Anything ,2014
And Then Came Love ,2007
Food Chains ,2014
On the Waterfront ,1954
L!fe Happens ,2011
"4 Months, 3 Weeks and 2 Days ",2007
The Horror Network Vol. 1 ,2015
Hard Candy ,2005
The Quiet ,2005
Circumstance ,2011
Fruitvale Station ,2013
The Brass Teapot ,2012
Bambi ,1942
The Hammer ,2007
Latter Days ,2003
Elza ,2011
1982 ,2013
"For a Good Time, Call... ",2012
Celeste & Jesse Forever ,2012
Time Changer ,2002
London to Brighton ,2006
American Hero ,2015
Windsor Drive ,2015
A Separation ,2011
Crying with Laughter ,2009
Welcome to the Dollhouse ,1995
Ruby in Paradise ,1993
Raising Victor Vargas ,2002
Pandora's Box ,1929
Harrison Montgomery ,2008
Live-In Maid ,2004
Deterrence ,1999
The Mudge Boy ,2003
The Young Unknowns ,2000
Not Cool ,2014
Dead Snow ,2009
Destiny ,2014
Saints and Soldiers ,2003
Vessel ,2012
American Graffiti ,1973
Iraq for Sale: The War Profiteers ,2006
Aqua Teen Hunger Force Colon Movie Film for Theaters ,2007
Safety Not Guaranteed ,2012
Kevin Hart: Laugh at My Pain ,2011
Kill List ,2011
The Innkeepers ,2011
The Conformist ,1970
Interview with the Assassin ,2002
Donkey Punch ,2008
All the Boys Love Mandy Lane ,2006
Bled ,2009
High Noon ,1952
Hoop Dreams ,1994
Rize ,2005
L.I.E. ,2001
The Sisterhood of Night ,2014
B-Girl ,2009
Arnolds Park ,2007
Half Nelson ,2006
Water & Power ,2013
Naturally Native ,1998
Hav Plenty ,1997
Light from the Darkroom ,2014
Adulterers ,2015
Escape from Tomorrow ,2013
Starsuckers ,2009
The Harvest/La Cosecha ,2011
The Hadza: Last of the First ,2014
After ,2012
Treachery ,2013
Walter ,2015
Top Hat ,1935
The Blair Witch Project ,1999
Woodstock ,1970
The Kentucky Fried Movie ,1977
Mercy Streets ,2000
Broken Vessels ,1998
They Will Have to Kill Us First ,2015
Crop Circles: Quest for Truth ,2002
Irreplaceable ,2016
The Maid's Room ,2013
A Hard Day's Night ,1964
Love Letters ,1983
Julija in alfa Romeo ,2015
Fireproof ,2008
Faith Connections ,2013
Benji ,1974
Open Water ,2003
High Road ,2011
Kingdom of the Spiders ,1977
Mad Hot Ballroom ,2005
The Station Agent ,2003
To Save a Life ,2009
Wordplay ,2006
Beyond the Mat ,1999
The Singles Ward ,2002
Osama ,2003
Sholem Aleichem: Laughing in the Darkness ,2011
Groove ,2000
The R.M. ,2003
Twin Falls Idaho ,1999
Mean Creek ,2004
Hurricane Streets ,1997
Never Again ,2001
Civil Brand ,2002
Lonesome Jim ,2005
Drinking Buddies ,2013
Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,2012
Seven Samurai ,1954
Insomnia Manica ,2005
The Other Dream Team ,2012
Johnny Suede ,1991
Finishing the Game: The Search for a New Bruce Lee ,2007
America Is Still the Place ,2015
Rubber ,2010
Kiss the Bride ,2007
The Slaughter Rule ,2002
Monsters ,2010
The Californians ,2005
The Living Wake ,2007
Detention of the Dead ,2012
Crazy Stone ,2006
Scott Walker: 30 Century Man ,2006
Everything Put Together ,2000
Good Kill ,2014
The Outrageous Sophie Tucker ,2014
Now Is Good ,2012
Girls Gone Dead ,2012
Subconscious ,2015
Enter Nowhere ,2011
The King of Najayo ,2012
Fight to the Finish ,2016
Alleluia! The Devil's Carnival ,2016
Rise of the Entrepreneur: The Search for a Better Way ,2014
The Sound and the Shadow ,2014
Rodeo Girl ,2016
Born to Fly: Elizabeth Streb vs. Gravity ,2014
The Little Ponderosa Zoo ,2016
The Toxic Avenger ,1984
Straight Out of Brooklyn ,1991
Bloody Sunday ,2002
Diamond Ruff ,2015
Conversations with Other Women ,2005
Poultrygeist: Night of the Chicken Dead ,2006
Heroes ,0
Mutual Friends ,2013
42nd Street ,1933
Metropolitan ,1990
As It Is in Heaven ,2004
Home Movies ,0
Roadside ,2013
Napoleon Dynamite ,2004
Blue Ruin ,2013
Paranormal Activity ,2007
Dogtown and Z-Boys ,2001
Monty Python and the Holy Grail ,1975
Quinceañera ,2006
Gory Gory Hallelujah ,2003
Tarnation ,2003
I Want Your Money ,2010
Love in the Time of Monsters ,2014
Censored Voices ,2015
The Beyond ,1981
What Happens in Vegas ,2008
The Dark Hours ,2005
Revolution ,0
My Beautiful Laundrette ,1985
Fabled ,2002
Show Me ,2004
Cries & Whispers ,1972
Intolerance: Love's Struggle Throughout the Ages ,1916
Trekkies ,1997
The Broadway Melody ,1929
The Evil Dead ,1981
Maniac ,2012
Murderball ,2005
American Ninja 2: The Confrontation ,1987
51 Birch Street ,2005
Rotor DR1 ,2015
12 Angry Men ,1957
My Dog Tulip ,2009
It Happened One Night ,1934
Sisters in Law ,2005
Ayurveda: Art of Being ,2001
Dogtooth ,2009
Tupac: Resurrection ,2003
Tumbleweeds ,1999
The Prophecy ,1995
When the Cat's Away ,1996
Pieces of April ,2003
The Big Swap ,1998
Old Joy ,2006
Wendy and Lucy ,2008
3 Backyards ,2010
Pierrot le Fou ,1965
Nothing But a Man ,1964
"First Love, Last Rites ",1997
Fighting Tommy Riley ,2004
Royal Kill ,2009
The Looking Glass ,2015
Death Calls ,2010
Death Race 2000 ,1975
Locker 13 ,2014
Midnight Cabaret ,1990
Anderson's Cross ,2010
Amidst the Devil's Wings ,2014
Bizarre ,2015
Graduation Day ,1981
Some Guy Who Kills People ,2011
Compliance ,2012
Chasing Amy ,1997
Teeth and Blood ,2015
Lovely & Amazing ,2001
Better Luck Tomorrow ,2002
The Incredibly True Adventure of Two Girls in Love ,1995
Happy Valley ,0
Chuck & Buck ,2000
American Desi ,2001
Cube ,1997
Love and Other Catastrophes ,1996
I Married a Strange Person! ,1997
November ,2004
Like Crazy ,2011
Sugar Town ,1999
Jesus People ,2007
The Motel ,2005
The Canyons ,2013
On the Outs ,2004
Shotgun Stories ,2007
Exam ,2009
The Sticky Fingers of Time ,1997
Sunday School Musical ,2008
Rust ,2010
Ink ,2009
The Christmas Bunny ,2010
Butterfly ,1982
UnDivided ,2013
The Frozen ,2012
Horse Camp ,2014
Give Me Shelter ,2014
The Big Parade ,1925
Little Big Top ,2006
Along the Roadside ,2013
Bronson ,2008
Western Religion ,2015
Burn ,2012
Urbania ,2000
The Stewardesses ,1969
"The Beast from 20,000 Fathoms ",1953
Mad Max ,1979
Swingers ,1996
A Fistful of Dollars ,1964
She Done Him Wrong ,1933
Short Cut to Nirvana: Kumbh Mela ,2004
The Grace Card ,2010
Middle of Nowhere ,2012
3 ,2010
The Business of Fancydancing ,2002
Call Response ,2008
Malevolence ,2003
Shooting the Warwicks ,2015
Super Hybrid ,2010
Baghead ,2008
Solitude ,2014
The Case of the Grinning Cat ,2004
Ordet ,1955
Good Dick ,2008
The Man from Earth ,2007
The Trials of Darryl Hunt ,2006
Butterfly Girl ,2014
An American Girl Holiday ,2004
Yesterday Was a Lie ,2008
Theresa Is a Mother ,2012
H. ,2014
Perfect Cowboy ,2014
Archaeology of a Woman ,2012
Children of Heaven ,1997
Weekend ,2011
She's Gotta Have It ,1986
The World Is Mine ,2015
Another Earth ,2011
Sweet Sweetback's Baadasssss Song ,1971
Tadpole ,2000
Once ,2007
The Woman Chaser ,1999
The Horse Boy ,2009
When the Lights Went Out ,2012
Heroes of Dirt ,2015
A Charlie Brown Christmas ,1965
Antarctic Edge: 70° South ,2015
The Brain That Sings ,2013
The Blood of My Brother ,2005
Aroused ,2013
Romantic Schemer ,2015
Top Spin ,2014
Roger & Me ,1989
An American in Hollywood ,2014
Sound of My Voice ,2011
Your Sister's Sister ,2011
Une Femme Mariée ,1964
The Birth of a Nation ,2016
The Work and the Story ,2003
Facing the Giants ,2006
The Gallows ,2015
Eraserhead ,1977
Over the Hill to the Poorhouse ,1920
Hollywood Shuffle ,1987
The Mighty ,1998
Penitentiary ,1979
The Lost Skeleton of Cadavra ,2001
"Dude, Where's My Dog?! ",2014
Cheap Thrills ,2013
Indie Game: The Movie ,2012
Closure ,2007
Open Secret ,1948
Echo Dr. ,2013
The Night Visitor ,1971
The Past is a Grotesque Animal ,2014
"Peace, Propaganda & the Promised Land ",2004
Pi ,1998
"I Love You, Don't Touch Me! ",1997
20 Dates ,1998
Queen Crab ,2015
Super Size Me ,2004
The FP ,2011
Happy Christmas ,2014
The Brain That Wouldn't Die ,1962
Tiger Orange ,2014
Supporting Characters ,2012
Absentia ,2011
The Brothers McMullen ,1995
The Dirties ,2013
Gabriela ,1983
Tiny Furniture ,2010
The Naked Ape ,2006
Counting ,2015
Hayride ,2012
Bending Steel ,2013
The Call of Cthulhu ,2005
The Signal ,2014
The Image Revolution ,2014
A True Story ,2013
This Is Martin Bonner ,2013
George Washington ,2000
Smiling Fish & Goat on Fire ,1999
Dawn of the Crescent Moon ,2014
Raymond Did It ,2011
The Last Waltz ,1978
"Run, Hide, Die ",2012
The Exploding Girl ,2009
The Legend of God's Gun ,2007
Her Cry: La Llorona Investigation ,2013
Mutual Appreciation ,2005
Down Terrace ,2009
Pink Narcissus ,1971
Clerks ,1994
Funny Ha Ha ,2002
In the Company of Men ,1997
Manito ,2002
Rampage ,2009
Slacker ,1991
Dutch Kills ,2015
Dry Spell ,2013
Flywheel ,2003
Exeter ,2015
The Ridges ,2011
The Puffy Chair ,2005
Stories of Our Lives ,2014
Breaking Upwards ,2009
All Superheroes Must Die ,2011
Pink Flamingos ,1972
Clean ,2004
The Circle ,2000
Tin Can Man ,2007
The Cure ,1997
On the Downlow ,2004
Sanctuary; Quite a Conundrum ,2012
Bang ,1995
Primer ,2004
Cavite ,2005
El Mariachi ,1992
The Mongol King ,2005
Newlyweds ,2011
Signed Sealed Delivered ,2013
The Following ,0
A Plague So Pleasant ,2013
Shanghai Calling ,2012
My Date with Drew ,2004
